,upc,url,sku,name,modelNumber,manufacturer,salePrice,shippingCost,dollarSavings,percentSavings,bestSellingRank,customerReviewCount,customerReviewAverage,color,inStoreAvailabilityText,onlineAvailabilityText,description,shortDescription,longDescription,Details: Temperature Control Type,Details: Refrigerator Capacity,Details: Number Of Doors,Details: Freezer Compartment,Details: ENERGY STAR Certified,Details: Humidity-Controlled Crisper,Details: Refrigerator Type,Details: Thru-The-Door Dispenser,Details: Freezer Capacity,Details: Height To Top Of Refrigerator,Details: Water Filtration,Details: Ice Maker,Details: pricematch
554,794151410923,http://www.bestbuy.com/site/jura-cool-control-34-oz-milk-cooler/2750367.p?id=1219077356708&skuId=2750367,2750367,Jura - Cool Control 34-Oz. Milk Cooler,JURA-70878,Jura,199.99,0.0,0.0,0.0,,,,,Store Pickup:,Shipping: Not Available,,"JURA Cool Control 34-Oz. Milk Cooler: Cools to 39.2 degrees; dishwasher-safe, stainless-steel container; energy-saving auto switch-off function; bayonet lock","Keep fresh, cold milk on hand with this Jura Cool Control JURA-70878 milk cooler that maintains the ideal temperature of 39.2&#176;, so your milk is ready for making your favorite specialty beverages. The dishwasher-safe container ensures easy cleanup.",,,yes,,,,,,,,,,
555,877340002427,http://www.bestbuy.com/site/kalorik-16-bottle-wine-bar-stainless/2649643.p?id=1218343212332&skuId=2649643,2649643,Kalorik - 16-Bottle Wine Bar - Stainless,WCL 32963,Kalorik,269.99,0.0,0.0,0.0,,,,Stainless,Store Pickup:,Shipping: Usually ships in 2 business days,,Digital temperature controls; LED display; holds up to 16 bottles of wine; thermoelectric technology; chrome shelves; auto defrost; glass door design; interior lighting; adjustable leveling feet,This wine bar holds up to 16 bottles and features thermoelectric technology to help keep your favorite wine at ideal temperatures. The digital temperature controls allow easy operation.,Digital,,yes,,No,,,,,,,,
556,877340000935,http://www.bestbuy.com/site/kalorik-18-bottle-wine-cooler-black-silver/2649607.p?id=1218343206195&skuId=2649607,2649607,Kalorik - 18-Bottle Wine Cooler - Black/Silver,WCL 20629,Kalorik,299.99,0.0,0.0,0.0,,4.0,4.0,Black/Silver,Store Pickup:,Shipping: Not Available,,Digital temperature controls; LCD display; holds up to 18 bottles of wine; thermoelectric technology; wire shelves; 2 adjustable cold zones; glass door design; interior lighting,Chill your favorite wine with this cooler that features digital temperature controls for ease of operation and 2 adjustable cold zones for customized use. The wire shelves provide sturdy support.,Digital,,yes,,No,,,,,,,,
557,877340002434,http://www.bestbuy.com/site/kalorik-21-bottle-wine-bar-black/2649625.p?id=1218343210859&skuId=2649625,2649625,Kalorik - 21-Bottle Wine Bar - Black,WCL 32964,Kalorik,399.99,0.0,0.0,0.0,,,,Black,Store Pickup:,Shipping: Not Available,,Electric temperature controls; holds up to 21 bottles of wine; chrome shelves; adjustable upper and lower cooling zones; glass door design; interior lighting; adjustable leveling feet,Keep your favorite wine chilled with this wine bar that holds up to 21 bottles and features adjustable upper and lower cooling zones for customized use. The electric temperature controls allow easy operation.,Electronic,,yes,,No,,,,,,,,
558,877340002786,http://www.bestbuy.com/site/kalorik-drink-o-matic-12-can-mini-cooler-red/4910988.p?id=1218575759033&skuId=4910988,4910988,Kalorik - Drink-O-Matic 12-Can Mini Cooler - Red,MCL 36711,Kalorik,249.99,0.0,0.0,0.0,,1.0,1.0,Red,Store Pickup:,Shipping: Usually ships in 2 business days,,6 vending machine-style dispenser buttons; stores up to twelve 12-fl. oz. cans; chrome handle and window frame; thermoelectric cooling system with Peltier elements; old-fashioned design,"Chill up to twelve 12-fl. oz. cans of your favorite beverage in this Kalorik Drink-O-Matic MCL 36711 12-can mini cooler that features a chrome logo, handle and window frames and 6 vending machine-style dispensing buttons for a nostalgic appearance.",,,yes,,No,,,,,,,,
559,091037870711,http://www.bestbuy.com/site/keystone-2-4-cu-ft-compact-refrigerator-black-blue/4214211.p?id=1219707764043&skuId=4214211,4214211,Keystone - 2.4 Cu. Ft. Compact Refrigerator - Black/Blue,KSTRC24CBU,Keystone,129.99,0.0,0.0,0.0,,1.0,4.0,Black/Blue,Store Pickup:,Shipping: Not Available,,Manual temperature control; 2 adjustable wire shelves; door storage; reversible door; recessed handle; chiller compartment,"Great for dorm rooms and break areas, this Keystone KSTRC24CBU compact refrigerator features a dry-erase surface that makes jotting down notes simple. Adjustable wire shelves and a beverage rack on the door provide plenty of space to organize your favorite snacks.",Analog,No,yes,Yes,Yes,,Compact,Not Applicable,,,,,
560,091037870704,http://www.bestbuy.com/site/keystone-2-4-cu-ft-compact-refrigerator-black-pink/4214203.p?id=1219707772871&skuId=4214203,4214203,Keystone - 2.4 Cu. Ft. Compact Refrigerator - Black/Pink,KSTRC24CBP,Keystone,129.99,0.0,0.0,0.0,,,,Black/Pink,Store Pickup:,Shipping: Not Available,,Manual temperature control; 2 adjustable wire shelves; door storage; reversible door; recessed handle; chiller compartment,"Great for dorm rooms and break areas, this Keystone KSTRC24CBP compact refrigerator features a dry-erase surface that makes jotting down notes simple. Adjustable wire shelves and a beverage rack on the door provide plenty of space to organize your favorite snacks.",Analog,No,yes,Yes,Yes,,Compact,Not Applicable,,,,,
561,091037870742,http://www.bestbuy.com/site/keystone-4-4-cu-ft-compact-refrigerator-white/4214233.p?id=1219707759953&skuId=4214233,4214233,Keystone - 4.4 Cu. Ft. Compact Refrigerator - White,KSTRC44CW,Keystone,149.99,0.0,0.0,0.0,,1.0,4.0,White,Store Pickup:,Shipping: Not Available,,4.4 cu. ft capacity; mechanical thermostat control; 3 adjustable wire shelves; 2L bottle rack; wire can shelf; reversible door; recessed handle; separate freezer compartment; adjustable legs,"Keep your favorite foods and drinks on hand with this Keystone KSTRC44CB compact refrigerator, which provides 4.4 cu. ft. of space. Three adjustable shelves, a beverage storage area and a freezer compartment enable easy organization.",Mechanical,No,yes,Yes,Yes,,Compact,Not Applicable,,,,,
562,029882880760,http://www.bestbuy.com/site/kingsbottle-21-can-mini-bar-fridge-stainless-steel/7744021.p?id=1219684255042&skuId=7744021,7744021,KingsBottle - 21-Can Mini Bar Fridge - Stainless Steel,KBU-21-SS,KingsBottle,349.99,0.0,0.0,0.0,,,,Stainless Steel,Store Pickup:,Shipping: Not Available,,Manual thermostat controller; digital display; adjustable chromed metal shelf; glass door with recessed handle; blue LED lighting; freestanding installation,"Keep your drinks properly chilled inside this KingsBottle KBU-21-SS mini bar fridge, which offers room for up to 21 cans of your favorite beverages and features a manual thermostat controller with digital display for easy operation.",Digital,No,yes,No,No,,Compact,Not Applicable,,,No,,
563,883049352510,http://www.bestbuy.com/site/kitchenaid-14-bottle-beverage-center-black-stainless-steel/7500507.p?id=1219679621825&skuId=7500507,7500507,KitchenAid - 14-Bottle Beverage Center - Black/Stainless Steel,KUBL204ESB,KitchenAid,1949.99,174.99,0.0,0.0,,,,Black/Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; 2 temperature-controlled zones; SatinGlide wine racks; glass shelves; automatic LED lighting; built-in or freestanding installation,"Enjoy a refreshing soda or glass of wine with this KitchenAid KUBL204ESB beverage center, which features SatinGlide racks for 14 bottles of wine and glass shelves to store cans and more. Two temperature-controlled zones offer easy customization.",Electronic,,yes,,No,,,,,,,,
564,883049352480,http://www.bestbuy.com/site/kitchenaid-14-bottle-beverage-center-black-stainless-steel/7500175.p?id=1219679616939&skuId=7500175,7500175,KitchenAid - 14-Bottle Beverage Center - Black/Stainless Steel,KUBR204ESB,KitchenAid,1949.99,174.99,0.0,0.0,,,,Black/Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; 2 temperature-controlled zones; SatinGlide racks; glass shelves; UV-protected glass door; built-in or freestanding installation,"This KitchenAid KUBR204ESB beverage center features a spacious 4.8 cu. ft. capacity with SatinGlide racks and glass shelves, so you can store wine and other beverages for your next gathering. LED lighting offers visibility for easy access.",Electronic,,yes,,No,,,,,,,,
565,883049352473,http://www.bestbuy.com/site/kitchenaid-14-bottle-beverage-center-panel-ready/7500303.p?id=1219679619353&skuId=7500303,7500303,KitchenAid - 14-Bottle Beverage Center - Panel-Ready,KUBL204EPA,KitchenAid,1849.99,174.99,0.0,0.0,,,,Panel-Ready,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; 2 temperature-controlled zones; SatinGlide wine racks; glass shelves; automatic LED lighting; built-in or freestanding installation,"Enjoy a refreshing soda or glass of wine with this KitchenAid KUBL204EPA beverage center, which features SatinGlide racks for 14 bottles of wine and glass shelves to store cans and more. Two temperature-controlled zones offer easy customization.",Electronic,,yes,,No,,,,,,,,
566,883049352466,http://www.bestbuy.com/site/kitchenaid-14-bottle-beverage-center-panel-ready/7500262.p?id=1219679618965&skuId=7500262,7500262,KitchenAid - 14-Bottle Beverage Center - Panel-Ready,KUBR204EPA,KitchenAid,1849.99,174.99,0.0,0.0,,,,Panel-Ready,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; 2 temperature-controlled zones; SatinGlide racks; glass shelves; UV-protected glass door; built-in or freestanding installation,"This KitchenAid KUBR204EPA beverage center features a spacious 4.8 cu. ft. capacity with SatinGlide racks and glass shelves, so you can store wine and other beverages for your next gathering. LED lighting offers visibility for easy access.",Electronic,,yes,,No,,,,,,,,
567,883049352497,http://www.bestbuy.com/site/kitchenaid-14-bottle-beverage-center-stainless-steel/7500235.p?id=1219679622523&skuId=7500235,7500235,KitchenAid - 14-Bottle Beverage Center - Stainless Steel,KUBR304ESS,KitchenAid,2199.99,174.99,0.0,0.0,,,,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; 2 temperature-controlled zones; SatinGlide racks; glass shelves; UV-filtered thermal glass door; LED interior lighting; built-in or freestanding installation,"Stock up for your next gathering with this KitchenAid KUBR304ESS beverage center, which features glass shelves for beer and soda and SatinGlide racks that hold up to 14 bottles. The thermal glass door and door alarms ensure consistent temperatures.",,,yes,,No,,,,,,,,
568,883049352503,http://www.bestbuy.com/site/kitchenaid-14-bottle-beverage-center-stainless-steel/7500253.p?id=1219679623420&skuId=7500253,7500253,KitchenAid - 14-Bottle Beverage Center - Stainless Steel,KUBL304ESS,KitchenAid,2199.99,174.99,0.0,0.0,,,,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; 2 temperature-controlled zones; SatinGlide racks; glass shelves; UV-filtered thermal glass door; LED interior lighting; built-in or freestanding installation,"This KitchenAid KUBL304ESS beverage center features SatinGlide racks for 14 bottles of wine and glass shelves for additional beverages, so you can serve a variety of drinks at your next gathering. A thermal glass door keeps out harmful UV rays.",,,yes,,No,,,,,,,,
569,883049361000,http://www.bestbuy.com/site/kitchenaid-18-7-cu-ft-bottom-freezer-refrigerator-black/7405093.p?id=1219677658503&skuId=7405093,7405093,KitchenAid - 18.7 Cu. Ft. Bottom-Freezer Refrigerator - Black,KRBX109EBL,KitchenAid,1699.99,500.0,0.0,0.0,,,,Black,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; full-width pantry; 2 half-width humidity-controlled crispers; gallon door bins; LED lighting; 2 slide-out freezer baskets","KitchenAid bottom-freezer refrigerator: Organize your groceries and enjoy fresh fruits and vegetables with this bottom-freezer refrigerator, which features ExtendFresh temperature management, a produce preserver, 2 half-width crispers and gallon door storage for flexibility.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,5.73 cubic feet,65.5 inches,,,
570,883049361031,http://www.bestbuy.com/site/kitchenaid-18-7-cu-ft-bottom-freezer-refrigerator-stainless-steel/7405039.p?id=1219677656232&skuId=7405039,7405039,KitchenAid - 18.7 Cu. Ft. Bottom-Freezer Refrigerator - Stainless Steel,KRBL109ESS,KitchenAid,1699.99,500.0,0.0,0.0,,,,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; 2 half-width humidity-controlled crispers; full-width pantry; wine rack; dairy center; gallon door bins; LED lighting","KitchenAid bottom-freezer refrigerator: Enjoy easy organization in this refrigerator, which offers a full-width temperature-controlled pantry and gallon door storage for versatility. LED lighting helps you easily find what you're looking for.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,5.73 cubic feet,,,,
571,883049361024,http://www.bestbuy.com/site/kitchenaid-18-7-cu-ft-bottom-freezer-refrigerator-stainless-steel/7405084.p?id=1219677662258&skuId=7405084,7405084,KitchenAid - 18.7 Cu. Ft. Bottom-Freezer Refrigerator - Stainless Steel,KRBR109ESS,KitchenAid,1699.99,714.29,0.0,0.0,,,,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; 2 half-width humidity-controlled crispers; full-width pantry; wine rack; dairy center; gallon door bins; LED lighting","KitchenAid bottom-freezer refrigerator: With a full-width temperature-controlled pantry and a metal wine rack, you can enjoy versatile storage in this refrigerator. Gallon bins and a dairy center let you utilize space on the door for your favorite snacks and drinks.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,5.73 cubic feet,65.5 inches,,,
572,883049361017,http://www.bestbuy.com/site/kitchenaid-18-7-cu-ft-bottom-freezer-refrigerator-white/7405108.p?id=1219677654332&skuId=7405108,7405108,KitchenAid - 18.7 Cu. Ft. Bottom-Freezer Refrigerator - White,KRBX109EWH,KitchenAid,1699.99,500.0,0.0,0.0,,,,White,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; full-width pantry; 2 half-width humidity-controlled crispers; gallon door bins; LED lighting; 2 slide-out freezer baskets","KitchenAid bottom-freezer refrigerator: Organize your groceries and enjoy fresh fruits and vegetables with this bottom-freezer refrigerator, which features ExtendFresh temperature management, a produce preserver, 2 half-width crispers and gallon door storage for flexibility.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,5.73 cubic feet,65.5 inches,,,
573,883049228730,http://www.bestbuy.com/site/kitchenaid-19-6-cu-ft-french-door-refrigerator-black/6651709.p?id=1218770738246&skuId=6651709,6651709,KitchenAid - 19.6 Cu. Ft. French Door Refrigerator - Black,KFFS20EYBL,KitchenAid,1619.99,344.83,180.0,10.0,,9.0,3.7,Black,Store Pickup: Not Available,Delivery: Most Areas,,Digital controls; spill-proof glass shelves; gallon-size door storage; automatic icemaker,"Organize your groceries inside this KitchenAid KFFS20EYBL French door refrigerator, which features 13.3 cu. ft. of fresh food storage, gallon-size door bins and a humidity-controlled crisper for flexibility. An internal dispenser provides chilled water.",Digital,19.6 cubic feet,yes,,Yes,Yes,French Door,Not Applicable,,67.5 inches,Yes,,
574,883049360836,http://www.bestbuy.com/site/kitchenaid-19-7-cu-ft-counter-depth-french-door-refrigerator-white/7403119.p?id=1219677662132&skuId=7403119,7403119,KitchenAid - 19.7 Cu. Ft. Counter-Depth French Door Refrigerator - White,KRFC400EWH,KitchenAid,3199.99,500.0,0.0,0.0,,,,White,Store Pickup: Not Available,Delivery: Most Areas,,Touch controls; ExtendFresh temperature management; Max Cool; produce preserver; 2 humidity-controlled crispers; FreshChill temperature-controlled pantry; wine rack; LED lighting; 2 freezer drawers,"KitchenAid counter-depth refrigerator: Maintain fresh fruits and vegetables with this French door refrigerator, which features Max Cool to bring temperatures down quickly. A produce preserver and 2 humidity-controlled crispers offer plenty of storage space.",Touch,Yes,yes,Yes,No,Yes,French Door,Water,5.04 cubic feet,68.625 inches,,,
575,883049360843,http://www.bestbuy.com/site/kitchenaid-19-7-cu-ft-french-door-refrigerator-black/7403031.p?id=1219677655651&skuId=7403031,7403031,KitchenAid - 19.7 Cu. Ft. French Door Refrigerator - Black,KRFC400EBL,KitchenAid,3199.99,500.0,0.0,0.0,,,,Black,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; ExtendFresh temperature management system; 4 spill-proof adjustable glass shelves; humidity-controlled crispers; FreshChill temperature-controlled pantry; icemaker,"KitchenAid French door refrigerator: Store all your groceries easily with 4 adjustable shelves and a customizable FreshChill pantry. With humidity-controlled crispers and a produce preserver, fruits and vegetables remain consistently fresh.",Electronic,Yes,yes,Yes,No,Yes,French Door,Water|Cubed Ice,5.04 cubic feet,68.63 inches,Yes,,
576,883049360850,http://www.bestbuy.com/site/kitchenaid-19-7-cu-ft-french-door-refrigerator-stainless-steel/7403095.p?id=1219677656549&skuId=7403095,7403095,KitchenAid - 19.7 Cu. Ft. French Door Refrigerator - Stainless Steel,KRFC400ESS,KitchenAid,3199.99,500.0,0.0,0.0,,,,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; ExtendFresh temperature management system; 4 spill-proof adjustable glass shelves; humidity-controlled crispers; FreshChill temperature-controlled pantry; icemaker,"KitchenAid French door refrigerator: Store all your groceries easily with 4 adjustable shelves and a customizable FreshChill pantry. With humidity-controlled crispers and a produce preserver, fruits and vegetables remain consistently fresh.",Electronic,Yes,yes,Yes,No,Yes,French Door,Water|Cubed Ice,5.04 cubic feet,68.63 inches,Yes,,
577,883049360348,http://www.bestbuy.com/site/kitchenaid-19-7-cu-ft-french-door-refrigerator-stainless-steel/7009126.p?id=bb7009126&skuId=7009126,7009126,KitchenAid - 19.7 Cu. Ft. French Door Refrigerator - Stainless Steel,KRFF300ESS,KitchenAid,1899.99,32.5,0.0,0.0,,1.0,5.0,Stainless Steel,Store Pickup:,Delivery: Most Areas,,Electronic controls; ExtendFresh temperature management system; 2 adjustable shelves; humidity-controlled crisper; FreshChill temperature-controlled pantry; wine rack; pull-out freezer drawer,"KitchenAid French door refrigerator: Organize all your groceries in this spacious refrigerator, which features 2 adjustable shelves and a FreshChill temperature-controlled pantry for customized storage. The internal dispenser provides chilled water with a touch.",Electronic,Yes,yes,Yes,No,Yes,French Door,Not Applicable,6.34 cubic feet,67.5 inches,Yes,,
578,883049328713,http://www.bestbuy.com/site/kitchenaid-19-9-cu-ft-side-by-side-refrigerator-monochromatic-stainless-steel/7315045.p?id=1219674141598&skuId=7315045,7315045,KitchenAid - 19.9 Cu. Ft. Side-by-Side Refrigerator - Monochromatic Stainless-Steel,KRSC500ESS,KitchenAid,2999.99,21.11,0.0,0.0,,,,Monochromatic Stainless-Steel,Store Pickup: Not Available,Delivery: Most Areas,,"Touch controls; Preserva dual temperature management system; adjustable, spill-resistant shelves; 2 humidity-controlled crispers; 3 adjustable freezer shelves; In-Door-Ice system",KitchenAid side-by-side refrigerator: Customized storage and spill-resistant shelves make this 19.9 cu. ft. refrigerator a great addition to your kitchen. Humidity-controlled crispers ensure fruits and vegetables stay fresh.,Electronic,Yes,yes,Yes,No,Yes,Side-by-Side,Water|Crushed Ice|Cubed Ice,6.98 cubic feet,68.875 inches,Yes,,
579,883049360867,http://www.bestbuy.com/site/kitchenaid-20-0-cu-ft-counter-depth-french-door-refrigerator-black/7403164.p?id=1219677658045&skuId=7403164,7403164,KitchenAid - 20.0 Cu. Ft. Counter-Depth French Door Refrigerator - Black,KRFC300EBL,KitchenAid,2199.99,370.37,0.0,0.0,,11.0,4.1,Black,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic touch controls; ExtendFresh temperature management; produce preserver; FreshChill pantry; humidity-controlled crispers; metal wine rack; gallon door storage; LED lighting","KitchenAid counter-depth refrigerator: Organize your groceries easily with this refrigerator, which features a FreshChill temperature-controlled pantry and a produce preserver to help keep fruits and vegetables at peak levels of freshness.",Touch,Yes,yes,Yes,Yes,Yes,French Door,Not Applicable,5.62 cubic feet,68.875 inches,Yes,,
580,883049132839,http://www.bestbuy.com/site/kitchenaid-21-8-cu-ft-counter-depth-french-door-refrigerator-black/8888965.p?id=1211586958635&skuId=8888965,8888965,KitchenAid - 21.8 Cu. Ft. Counter-Depth French Door Refrigerator - Black,KFCS22EVBL,KitchenAid,2879.99,23.75,320.0,10.0,,12.0,4.3,Black,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified

FreshChill temperature management system; ClearVue FreshSeal humidity-controlled crispers; adjustable SpillClean glass shelves","With SatinGlide freezer baskets, fresh-food crispers and SpillClean glass shelves, this side-by-side refrigerator delivers convenience and ample storage space to make organizing your groceries a little easier.  Product specs and dimensions (PDF)",Electronic,21.8 cubic feet,yes,Yes,Yes,Yes,French Door,Not Applicable,5.5 cubic feet,70.88 inches,Yes,,
581,883049360966,http://www.bestbuy.com/site/kitchenaid-21-9-cu-ft-counter-depth-french-door-refrigerator-black/7403155.p?id=1219677659659&skuId=7403155,7403155,KitchenAid - 21.9 Cu. Ft. Counter-Depth French Door Refrigerator - Black,KRFC302EBL,KitchenAid,3299.99,35.0,0.0,0.0,,,,Black,Store Pickup: Not Available,Delivery: Most Areas,,Electronic touch controls; ExtendFresh temperature management; Max Cool; produce preserver; humidity-controlled crispers; metal wine rack; LED lighting; trilevel freezer drawer,"KitchenAid counter-depth refrigerator: Organize your groceries with this refrigerator, which features a metal wine rack for drinks and a produce preserver to ensure fruits and vegetables stay fresh. LED lighting makes it simple to find what you're looking for.",Touch,Yes,yes,Yes,No,Yes,French Door,Not Applicable,5.6 cubic feet,71.375 inches,,,
582,883049360959,http://www.bestbuy.com/site/kitchenaid-21-9-cu-ft-counter-depth-french-door-refrigerator-custom-panel-ready/7403022.p?id=1219677659470&skuId=7403022,7403022,KitchenAid - 21.9 Cu. Ft. Counter-Depth French Door Refrigerator - Custom Panel Ready,KRFC302EPA,KitchenAid,3299.99,370.37,0.0,0.0,,,,Custom Panel Ready,Store Pickup: Not Available,Delivery: Most Areas,,Electronic touch controls; ExtendFresh temperature management; Max Cool; produce preserver; humidity-controlled crispers; metal wine rack; LED lighting; trilevel freezer drawer,"KitchenAid counter-depth refrigerator: Organize your groceries with this refrigerator, which features a metal wine rack for drinks and a produce preserver to ensure fruits and vegetables stay fresh. LED lighting makes it simple to find what you're looking for.",Touch,Yes,yes,Yes,No,Yes,French Door,Not Applicable,5.6 cubic feet,71.375 inches,Yes,,
583,883049360973,http://www.bestbuy.com/site/kitchenaid-21-9-cu-ft-counter-depth-french-door-refrigerator-white/7403146.p?id=1219677658633&skuId=7403146,7403146,KitchenAid - 21.9 Cu. Ft. Counter-Depth French Door Refrigerator - White,KRFC302EWH,KitchenAid,3299.99,500.0,0.0,0.0,,,,White,Store Pickup: Not Available,Delivery: Most Areas,,Electronic touch controls; ExtendFresh temperature management; Max Cool; produce preserver; humidity-controlled crispers; metal wine rack; LED lighting; trilevel freezer drawer,"KitchenAid counter-depth refrigerator: Organize your groceries with this refrigerator, which features a metal wine rack for drinks and a produce preserver to ensure fruits and vegetables stay fresh. LED lighting makes it simple to find what you're looking for.",Touch,Yes,yes,Yes,No,Yes,French Door,Not Applicable,5.6 cubic feet,71.375 inches,Yes,,
584,883049361048,http://www.bestbuy.com/site/kitchenaid-22-1-cu-ft-bottom-freezer-refrigerator-black/7405066.p?id=1219677658236&skuId=7405066,7405066,KitchenAid - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Black,KRBX102EBL,KitchenAid,1699.99,500.0,0.0,0.0,,1.0,5.0,Black,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; 2 half-width humidity-controlled crispers; full-width pantry; metal wine rack; LED lighting; 2 slide-out freezer baskets","KitchenAid bottom-freezer refrigerator: Keep your groceries organized with ease using this bottom-freezer refrigerator, which features 2 slide-out freezer baskets for frozen favorites. A produce preserver, 2 crispers, a pantry and a wine rack offer flexible fresh food storage.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,6.45 cubic feet,68.875 inches,,,
585,883049361079,http://www.bestbuy.com/site/kitchenaid-22-1-cu-ft-bottom-freezer-refrigerator-stainless-steel/7405075.p?id=1219677655267&skuId=7405075,7405075,KitchenAid - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Stainless Steel,KRBL102ESS,KitchenAid,1699.99,833.33,0.0,0.0,,1.0,5.0,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; 2 half-width humidity-controlled crispers; temperature-controlled pantry; metal wine rack; gallon door bins; LED lighting","KitchenAid bottom-freezer refrigerator: Electronic controls enable simple, reliable operation. A metal wine rack and gallon door bins let you store beverages within easy reach, and 2 crispers and a produce preserver keep fruits and vegetables fresh.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,6.45 cubic feet,,,,
586,883049361062,http://www.bestbuy.com/site/kitchenaid-22-1-cu-ft-bottom-freezer-refrigerator-stainless-steel/7405011.p?id=1219677657454&skuId=7405011,7405011,KitchenAid - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Stainless Steel,KRBR102ESS,KitchenAid,1699.99,526.32,0.0,0.0,,1.0,5.0,Stainless Steel,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; 2 half-width humidity-controlled crispers; temperature-controlled pantry; metal wine rack; gallon door bins; LED lighting","KitchenAid bottom-freezer refrigerator: Easily organize and find your groceries in this refrigerator, which features a produce preserver and 2 half-width humidity-controlled crispers for your fresh fruits and vegetables. Gallon door storage allows you to keep drinks handy.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,6.45 cubic feet,68.875 inches,,,
587,883049361055,http://www.bestbuy.com/site/kitchenaid-22-1-cu-ft-bottom-freezer-refrigerator-white/7405117.p?id=1219677659340&skuId=7405117,7405117,KitchenAid - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - White,KRBX102EWH,KitchenAid,1699.99,500.0,0.0,0.0,,1.0,5.0,White,Store Pickup: Not Available,Delivery: Most Areas,,"ENERGY STAR Certified
Electronic controls; ExtendFresh temperature management; produce preserver; 2 half-width humidity-controlled crispers; full-width pantry; metal wine rack; LED lighting; 2 slide-out freezer baskets","KitchenAid bottom-freezer refrigerator: Keep your groceries organized with ease using this bottom-freezer refrigerator, which features 2 slide-out freezer baskets for frozen favorites. A produce preserver, 2 crispers, a pantry and a wine rack offer flexible fresh food storage.",Electronic,Optional,yes,Yes,Yes,Yes,Bottom Freezer,Not Applicable,6.45 cubic feet,68.875 inches,,,
588,883049360898,http://www.bestbuy.com/site/kitchenaid-22-1-cu-ft-french-door-refrigerator-black/7403086.p?id=1219677662386&skuId=7403086,7403086,KitchenAid - 22.1 Cu. Ft. French Door Refrigerator - Black,KRFF302EBL,KitchenAid,1999.99,500.0,0.0,0.0,,1.0,5.0,Black,Store Pickup: Not Available,Delivery: Most Areas,,Electronic controls; ExtendFresh temperature management system; 5 adjustable shelves; slide-away split shelf; FreshChill temperature-controlled pantry; humidity-controlled crispers,"KitchenAid French Door refrigerator: Extend the life of fruits, vegetables and meats with the ExtendFresh system and a produce preserver that delays ripening for lasting freshness. The SatinGlide system makes storage simple.",Electronic,Yes,yes,Yes,Yes,Yes,French Door,Not Applicable,6.45 cubic feet,68.88 inches,Yes,,
